id,course_name,category,description,price,level,status
252,International Taxation & Transfer Pricing: Executive Training,CA,"Comprehensive training program focusing on international taxation & transfer pricing with practical focus on executive training, case studies, and hands-on exercises.",10999,Intermediate,Active
253,In-Depth Series: Cost Sheet Preparation & Variance Analysis,Accounting,"Comprehensive training program focusing on cost sheet preparation & variance analysis with practical focus on in-depth series, case studies, and hands-on exercises.",4499,Intermediate,Active
254,Recommendation Systems Engineering: Fundamentals,Data Science,"Comprehensive training program focusing on recommendation systems engineering with practical focus on fundamentals, case studies, and hands-on exercises.",5499,Beginner,Active
255,Fundamentals: Full Stack JavaScript with MERN,Technology,"Comprehensive training program focusing on full stack javascript with mern with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
256,Data Protection and DPDP Act Implementation: Certification Prep,Law,"Comprehensive training program focusing on data protection and dpdp act implementation with practical focus on certification prep, case studies, and hands-on exercises.",5999,Intermediate,Active
257,Specialization: Valuation under Companies Act,CA,"Comprehensive training program focusing on valuation under companies act with practical focus on specialization, case studies, and hands-on exercises.",10999,Intermediate,Active
258,Comprehensive Guide: Cryptography & Cryptanalysis Fundamentals,Cybersecurity,"Comprehensive training program focusing on cryptography & cryptanalysis fundamentals with practical focus on comprehensive guide, case studies, and hands-on exercises.",4999,Beginner,Active
259,Mastery: Alteryx for Data Prep & ETL Automation,Business Analytics,"Comprehensive training program focusing on alteryx for data prep & etl automation with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
260,Zoho Books End-to-End Accounting - Practical Applications,Accounting,"Comprehensive training program focusing on zoho books end-to-end accounting with practical focus on practical applications, case studies, and hands-on exercises.",4499,Intermediate,Inactive
261,In-Depth Series: Cross-Functional Team Collaboration & OKRs,Management,"Comprehensive training program focusing on cross-functional team collaboration & okrs with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
262,Zero to Hero: Advanced Auditing and Professional Ethics,CA,"Comprehensive training program focusing on advanced auditing and professional ethics with practical focus on zero to hero, case studies, and hands-on exercises.",7999,Beginner,Active
263,Change Management in Enterprise Organizations - Bootcamp,Management,"Comprehensive training program focusing on change management in enterprise organizations with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
264,CMA Intermediate Direct Taxation: Practical Applications,CMA,"Comprehensive training program focusing on cma intermediate direct taxation with practical focus on practical applications, case studies, and hands-on exercises.",9999,Intermediate,Active
265,Hands-on Workshop: Data Engineering with Apache Spark & Hadoop,Data Science,"Comprehensive training program focusing on data engineering with apache spark & hadoop with practical focus on hands-on workshop, case studies, and hands-on exercises.",7499,Intermediate,Active
266,Cryptography & Cryptanalysis Fundamentals: In-Depth Series,Cybersecurity,"Comprehensive training program focusing on cryptography & cryptanalysis fundamentals with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Beginner,Active
267,Cloud Cost Optimization (FinOps) Best Practices: Executive Training,Cloud Computing,"Comprehensive training program focusing on cloud cost optimization (finops) best practices with practical focus on executive training, case studies, and hands-on exercises.",6499,Intermediate,Active
268,Certified Management Accountant (US CMA) Prep - In-Depth Series,Certification,"Comprehensive training program focusing on certified management accountant (us cma) prep with practical focus on in-depth series, case studies, and hands-on exercises.",7999,Intermediate,Active
269,Zero to Hero: Corporate Governance & Board Advisory,CS,"Comprehensive training program focusing on corporate governance & board advisory with practical focus on zero to hero, case studies, and hands-on exercises.",6999,Beginner,Active
270,Web Application Penetration Testing - Comprehensive Guide,Cybersecurity,"Comprehensive training program focusing on web application penetration testing with practical focus on comprehensive guide, case studies, and hands-on exercises.",6999,Intermediate,Active
271,In-Depth Series: Influencer Marketing & Social Media Strategy,Marketing,"Comprehensive training program focusing on influencer marketing & social media strategy with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Intermediate,Active
272,Bootcamp: CMA Final Strategic Performance Management & Valuation,CMA,"Comprehensive training program focusing on cma final strategic performance management & valuation with practical focus on bootcamp, case studies, and hands-on exercises.",13499,Advanced,Active
273,Human Resource Management & Talent Acquisition: Specialization,Management,"Comprehensive training program focusing on human resource management & talent acquisition with practical focus on specialization, case studies, and hands-on exercises.",5999,Intermediate,Inactive
274,HR Analytics & People Metrics: Zero to Hero,Business Analytics,"Comprehensive training program focusing on hr analytics & people metrics with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
275,IFRS and Ind AS Convergence: Hands-on Workshop,CA,"Comprehensive training program focusing on ifrs and ind as convergence with practical focus on hands-on workshop, case studies, and hands-on exercises.",10999,Intermediate,Active
276,"Intellectual Property: Patents, Trademarks & Copyrights - Frameworks & Best Practices",Law,"Comprehensive training program focusing on intellectual property: patents, trademarks & copyrights with practical focus on frameworks & best practices, case studies, and hands-on exercises.",5999,Intermediate,Active
277,International Taxation & Base Erosion (BEPS) - Practical Applications,Taxation,"Comprehensive training program focusing on international taxation & base erosion (beps) with practical focus on practical applications, case studies, and hands-on exercises.",5499,Intermediate,Active
